IBINS#,IBADD@IN,IBADDIN,IBWPHR,IBZIP6,IBSTE,IBCITY,IBADD1,IBLABL,IBPAYID,IBCNTC                    IBDEL@ IBDTSTS,,IBMSID       IBDTMSID,,IBDTMT,,IBTMNT,,IBUSER,IBDTES,,IBTESE,,IBUSRC,IBZPGM,INNAMB
560,6585812,06585812,8775617374,17605,PA,Lancaster,PO Box 10188(Payer ID 23160),,23160,MEDICO                           1940-01-01,00:00.0,1/1/1940,00:00.0,4/20/2016,00:00.0,1/1/1900,30:50.0,JDALE,4/20/2016,00:00.0,1/1/1900,30:31.0,JDALE,INSADR,DENTEMAX NETWORK
560,6609979,06609979,8002213480,41311,KY,Beattyville,PO Box 1130,,13545,1/1/1940,00:00.0,1/1/1940,00:00.0,4/26/2016,00:00.0,1/1/1900,39:38.0,LORIGUI,4/26/2016,00:00.0,1/1/1900,39:16.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,6810292,06810292,8887150760,95865,CA,Sacramento,PO Box 659005,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,6/16/2016,00:00.0,1/1/1900,16:29.0,LORIGUI,6/16/2016,00:00.0,1/1/1900,16:03.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,6853799,06853799,8004468331,85069,AZ,Phoenix,PO Box 37469,,77078,1/1/1940,00:00.0,1/1/1940,00:00.0,6/28/2016,00:00.0,1/1/1900,52:05.0,LORIGUI,6/28/2016,00:00.0,1/1/1900,51:45.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,6933648,06933648,8007081620,30023,GA,Alpharetta,PO Box 2490 (Admin Sol.Inc),,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,7/19/2016,00:00.0,1/1/1900,36:29.0,MCARMONA,7/19/2016,00:00.0,1/1/1900,35:37.0,MCARMONA,INSADR,DENTEMAX NETWORK
560,6959924,06959924,8444868228,45246,OH,Cincinnati,PO BOX 46214,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,7/25/2016,00:00.0,1/1/1900,44:49.0,LORIGUI,7/25/2016,00:00.0,1/1/1900,44:22.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,7024980,07024980,0,55440,MN,Minneapolis,PO BOX 810,,6126,EMPIRE                           1940-01-01,00:00.0,1/1/1940,00:00.0,8/10/2016,00:00.0,1/1/1900,47:51.0,JDALE,8/10/2016,00:00.0,1/1/1900,46:18.0,JDALE,INSADR,DENTEMAX NETWORK
560,7100991,07100991,8663368251,44101,OH,Cleveland,PO BOX 6018 (PAYOR ID 29076),,29076,1/1/1940,00:00.0,0857932      2018-08-21,00:00.0,8/21/2018,00:00.0,1/1/1900,38:25.0,LORIGUI,8/30/2016,00:00.0,1/1/1900,37:40.0,MCARMONA,ADRMASTRG,DENTEMAX NETWORK
560,7169551,07169551,8886833682,14226,NY,Amherst,100 Corporate Pkwy Ste.334,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,9/19/2016,00:00.0,1/1/1900,33:01.0,JDALE,9/19/2016,00:00.0,1/1/1900,32:03.0,JDALE,INSADR,DENTEMAX NETWORK
560,7217846,07217846,8008277223,75374,TX,Dallas,PO Box 749075,,48143,1/1/1940,00:00.0,1/1/1940,00:00.0,9/30/2016,00:00.0,1/1/1900,07:01.0,LORIGUI,9/30/2016,00:00.0,1/1/1900,06:26.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,7224266,07224266,7024782014,89180,NV,Las Vegas,PO Box 81380 (Prime Care PPO),,PCA01,1/1/1940,00:00.0,V115827      2016-10-03,00:00.0,2/3/2017,00:00.0,1/1/1900,58:03.0,JDALE,10/3/2016,00:00.0,1/1/1900,50:37.0,MCARMONA,INSADR,DENTEMAX NETWORK
560,7489033,07489033,8004231841,53201,WI,Milwaukee,PO Box 3213,,6126,1/1/1940,00:00.0,Z492380      2018-03-16,00:00.0,3/16/2018,00:00.0,1/1/1900,35:17.0,JDALE,12/9/2016,00:00.0,1/1/1900,26:19.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,7515921,07515921,2489489900,48033,MI,Southfield,26711 Northwestern Hwy Ste 400,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,12/16/2016,00:00.0,1/1/1900,25:41.0,JDALE,12/16/2016,00:00.0,1/1/1900,24:31.0,JDALE,INSADR,DENTEMAX NETWORK
560,7625240,07625240,8007271444,47704,IN,Evansville,PO Box 659,,CX019,1/1/1940,00:00.0,1/1/1940,00:00.0,1/12/2017,00:00.0,1/1/1900,26:11.0,LORIGUI,1/12/2017,00:00.0,1/1/1900,25:44.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,7658644,07658644,8004002816,48237,MI,Oak Park,PO Box 47130,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,4/12/2017,00:00.0,1/1/1900,33:55.0,JDALE,1/19/2017,00:00.0,1/1/1900,47:45.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,7662013,07662013,8885124114,76102,TX,Fort Worth,300 Burnett St  Ste 200,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,1/19/2017,00:00.0,1/1/1900,56:24.0,LORIGUI,1/19/2017,00:00.0,1/1/1900,55:03.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,7683223,07683223,8663013776,15222,PA,Pittsburgh,60 Blvd Of The Allies 5th Flr,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,1/24/2017,00:00.0,1/1/1900,11:42.0,MCARMONA,1/24/2017,00:00.0,1/1/1900,10:53.0,MCARMONA,INSADR,DENTEMAX NETWORK
560,7809882,07809882,0,27588,NC,Wake Forest,PO BOX 1349,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,2/16/2017,00:00.0,1/1/1900,50:45.0,JDALE,2/16/2017,00:00.0,1/1/1900,49:58.0,JDALE,INSADR,DENTEMAX NETWORK
560,7818173,07818173,8447323415,55121,MN,Eagan,PO BOx 211657,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,2/17/2017,00:00.0,1/1/1900,18:11.0,LORIGUI,2/17/2017,00:00.0,1/1/1900,17:50.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,7865171,07865171,8664987912,53201,WI,Milwaukee,PO BOX 714,,CX073,1/1/1940,00:00.0,0260438      2018-06-13,00:00.0,6/13/2018,00:00.0,1/1/1900,04:26.0,LORIGUI,2/27/2017,00:00.0,1/1/1900,09:53.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,7932294,07932294,8006481179,53201,WI,Milwaukee,PO Box 502,,CXBMD,1/1/1940,00:00.0,1/1/1940,00:00.0,3/9/2017,00:00.0,1/1/1900,22:35.0,LORIGUI,3/9/2017,00:00.0,1/1/1900,22:17.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,8296936,08296936,8778640625,55121,MN,Eagan,PO Box 211276,,ARGUS,1/1/1940,00:00.0,1/1/1940,00:00.0,5/17/2017,00:00.0,1/1/1900,06:38.0,LORIGUI,5/17/2017,00:00.0,1/1/1900,05:43.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,8298840,08298840,8662270913,83501,WA,Kennewick,PO Box 1106,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,5/17/2017,00:00.0,1/1/1900,51:48.0,LORIGUI,5/17/2017,00:00.0,1/1/1900,50:20.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,8298862,08298862,8662270913,83501,WA,Kennewick,PO Box1106,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,5/17/2017,00:00.0,1/1/1900,52:39.0,LORIGUI,5/17/2017,00:00.0,1/1/1900,52:24.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,8298867,08298867,8662270913,83501,WA,Kennewick,PO Box 1106 (Regence),,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,5/17/2017,00:00.0,1/1/1900,53:29.0,LORIGUI,5/17/2017,00:00.0,1/1/1900,53:08.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,8298892,08298892,8662270913,83501,ID,Lewiston,PO Box 1106 (Regence),,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,5/17/2017,00:00.0,1/1/1900,55:08.0,LORIGUI,5/17/2017,00:00.0,1/1/1900,54:16.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,8404667,08404667,8005561742,63045,MO,Earth City,502 Earth City Expwy Ste 203,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,6/8/2017,00:00.0,1/1/1900,32:33.0,LORIGUI,6/8/2017,00:00.0,1/1/1900,31:43.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,8856908,08856908,8002522209,55121,MN,Eagan,PO Box 21146,,CBNYR,1/1/1940,00:00.0,1/1/1940,00:00.0,9/8/2017,00:00.0,1/1/1900,02:10.0,LORIGUI,9/8/2017,00:00.0,1/1/1900,01:28.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,8999070,08999070,3172102010,55121,MN,Eagan,PO Box 211628,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,10/9/2017,00:00.0,1/1/1900,30:39.0,LORIGUI,10/9/2017,00:00.0,1/1/1900,30:04.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,9160463,09160463,8007241675,55121,MN,Eagan,PO Box 211256,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,11/9/2017,00:00.0,1/1/1900,06:37.0,LORIGUI,11/9/2017,00:00.0,1/1/1900,05:50.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,9218386,09218386,8006481179,41005,KY,Burlington,PO Box 300,,BEAM1,1/1/1940,00:00.0,1/1/1940,00:00.0,11/21/2017,00:00.0,1/1/1900,56:36.0,LORIGUI,11/21/2017,00:00.0,1/1/1900,55:50.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,9256068,09256068,8005137177,19612,PA,Reading,PO Box 13668,,23223,1/1/1940,00:00.0,1/1/1940,00:00.0,11/29/2017,00:00.0,1/1/1900,54:45.0,LORIGUI,11/29/2017,00:00.0,1/1/1900,53:59.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,9379189,09379189,8773350002,55121,MN,Eagan,PO BOX 21381,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,12/27/2017,00:00.0,1/1/1900,46:08.0,JDALE,12/27/2017,00:00.0,1/1/1900,45:23.0,JDALE,INSADR,DENTEMAX NETWORK
560,9437106,09437106,8552708497,55121,MN,Eagan,PO Box 21454,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,1/9/2018,00:00.0,1/1/1900,29:36.0,LORIGUI,1/9/2018,00:00.0,1/1/1900,29:09.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,9445503,09445503,8554535821,53201,WI,Milwaukee,PO Box 2906,,CX014,1/1/1940,00:00.0,1/1/1940,00:00.0,1/10/2018,00:00.0,1/1/1900,42:43.0,LORIGUI,1/10/2018,00:00.0,1/1/1900,42:24.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,9446779,09446779,8554535287,53201,WI,Milwaukee,PO Box 2906,,CX014,1/1/1940,00:00.0,1/1/1940,00:00.0,1/10/2018,00:00.0,1/1/1900,07:42.0,LORIGUI,1/10/2018,00:00.0,1/1/1900,07:14.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,9487490,09487490,8778271414,49301,MI,Ada,660 Ada Dr. Ste 201,,38255,1/1/1940,00:00.0,1/1/1940,00:00.0,1/17/2018,00:00.0,1/1/1900,41:58.0,LORIGUI,1/17/2018,00:00.0,1/1/1900,41:24.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,9507454,09507454,8448767917,53201,WI,Milwaukee,PO BOX 491,,BBMDQ,1/1/1940,00:00.0,1/1/1940,00:00.0,1/22/2018,00:00.0,1/1/1900,43:41.0,JDALE,1/22/2018,00:00.0,1/1/1900,41:40.0,JDALE,INSADR,DENTEMAX NETWORK
560,9541221,09541221,8006157020,53082,WI,Sheboygan,PO BOX 23,,36373,1/1/1940,00:00.0,1/1/1940,00:00.0,1/26/2018,00:00.0,1/1/1900,57:14.0,JDALE,1/26/2018,00:00.0,1/1/1900,55:30.0,JDALE,INSADR,DENTEMAX NETWORK
560,9817364,09817364,8448343456,30358,GA,Atlanta,PO Box 28195,,6126,1/1/1940,00:00.0,7238827      2020-07-02,00:00.0,7/2/2020,00:00.0,1/1/1900,53:57.0,LORIGUI,3/14/2018,00:00.0,1/1/1900,38:51.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,9903044,09903044,8009826257,46861,IN,Fort Wayne,PO Box 11924,,12399,1/1/1940,00:00.0,1/1/1940,00:00.0,3/28/2018,00:00.0,1/1/1900,30:11.0,LORIGUI,3/28/2018,00:00.0,1/1/1900,29:33.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,10281047,10281047,8008773727,84157,UT,Murray,PO Box 57340,,83028,1/1/1940,00:00.0,1/1/1940,00:00.0,6/7/2018,00:00.0,1/1/1900,42:22.0,LORIGUI,6/7/2018,00:00.0,1/1/1900,41:40.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,10309583,10309583,8009953569,55121,MN,Eagan,PO Box 211547,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,6/13/2018,00:00.0,1/1/1900,24:35.0,JDALE,6/13/2018,00:00.0,1/1/1900,23:47.0,JDALE,INSADR,DENTEMAX NETWORK
560,10428304,10428304,8552021091,45401,OH,Dayton,PO BOX 804,,WVCS1,WV                               1940-01-01,00:00.0,1/1/1940,00:00.0,7/9/2018,00:00.0,1/1/1900,26:06.0,A088317,7/9/2018,00:00.0,1/1/1900,24:22.0,A088317,INSADR,DENTEMAX NETWORK
560,10750908,10750908,8884682183,11553,NY,Uniondale,PO Box 9255,,11271,1/1/1940,00:00.0,1/1/1940,00:00.0,9/11/2018,00:00.0,1/1/1900,58:30.0,LORIGUI,9/11/2018,00:00.0,1/1/1900,57:42.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,10796164,10796164,9182804800,55121,MN,Eagan,PO Box 211573,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,9/19/2018,00:00.0,1/1/1900,55:47.0,LORIGUI,9/19/2018,00:00.0,1/1/1900,55:00.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,10878241,10878241,8552061040,55121,MN,Eagan,PO Box 211428,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,10/5/2018,00:00.0,1/1/1900,32:17.0,LORIGUI,10/5/2018,00:00.0,1/1/1900,31:40.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,10906868,10906868,8006625851,84107,UT,Murray,5101 S Commerce Dr,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,10/11/2018,00:00.0,1/1/1900,59:37.0,LORIGUI,10/11/2018,00:00.0,1/1/1900,58:19.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,11160549,11160549,8004412980,7632,NJ,Englewood Cliffs,140 Sylvan Ave Ste 303,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,11/30/2018,00:00.0,1/1/1900,59:54.0,LORIGUI,11/30/2018,00:00.0,1/1/1900,58:37.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,11246706,11246706,8006481179,45275,OH,Cincinnati,PO BOX 75375,,BEAM1,1/1/1940,00:00.0,1/1/1940,00:00.0,12/18/2018,00:00.0,1/1/1900,58:27.0,JDALE,12/18/2018,00:00.0,1/1/1900,56:14.0,JDALE,INSADR,DENTEMAX NETWORK
560,11328605,11328605,8006481179,45275,OH,Cincinnati,PO Box 75372,,BEAM1,1/1/1940,00:00.0,1/1/1940,00:00.0,1/4/2019,00:00.0,1/1/1900,12:13.0,LORIGUI,1/4/2019,00:00.0,1/1/1900,11:37.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,11329569,11329569,8779992330,53201,WI,Milwaukee,PO Box 664,,CX087,1/1/1940,00:00.0,1/1/1940,00:00.0,1/4/2019,00:00.0,1/1/1900,13:38.0,LORIGUI,1/4/2019,00:00.0,1/1/1900,13:10.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,11359869,11359869,8006657924,12301,NY,Schenectady,PO Box 763,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,1/9/2019,00:00.0,1/1/1900,21:10.0,LORIGUI,1/9/2019,00:00.0,1/1/1900,12:07.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,11378389,11378389,8005160165,53201,WI,Milwaukee,PO Box 463,,EMBDQ,1/1/1940,00:00.0,1/1/1940,00:00.0,1/11/2019,00:00.0,1/1/1900,06:32.0,LORIGUI,1/11/2019,00:00.0,1/1/1900,06:01.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,11448786,11448786,8442102010,55121,MN,Eagan,PO Box 211745,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,1/22/2019,00:00.0,1/1/1900,02:06.0,LORIGUI,1/22/2019,00:00.0,1/1/1900,01:23.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,11462651,11462651,8779992330,53201,WI,Milwaukee,PO BOX 664,,CX087,1/1/1940,00:00.0,1/1/1940,00:00.0,1/24/2019,00:00.0,1/1/1900,42:49.0,JDALE,1/24/2019,00:00.0,1/1/1900,42:13.0,JDALE,INSADR,DENTEMAX NETWORK
560,11481553,11481553,8165310334,64130,MO,Kansas City,PO Box 300019,,47171,1/1/1940,00:00.0,1/1/1940,00:00.0,1/28/2019,00:00.0,1/1/1900,10:11.0,LORIGUI,1/28/2019,00:00.0,1/1/1900,09:47.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,11640861,11640861,8776765789,52004,IA,Dubuque,PO Box 1535,,6126,1/1/1940,00:00.0,4950346      2019-10-23,00:00.0,10/23/2019,00:00.0,1/1/1900,04:42.0,LORIGUI,2/19/2019,00:00.0,1/1/1900,37:00.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,11649687,11649687,8002336306,84011,UT,Bountiful,PO Box 968,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,2/20/2019,00:00.0,1/1/1900,14:52.0,LORIGUI,2/20/2019,00:00.0,1/1/1900,12:05.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,11650265,11650265,8003741835,66225,KS,Shawnee Mission,PO Box 25951,,81264,1/1/1940,00:00.0,1/1/1940,00:00.0,2/20/2019,00:00.0,1/1/1900,48:22.0,LORIGUI,2/20/2019,00:00.0,1/1/1900,48:00.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,11693886,11693886,8442885704,55121,MN,Eagan,PO Box 211186,,41178,1/1/1940,00:00.0,1/1/1940,00:00.0,2/27/2019,00:00.0,1/1/1900,25:33.0,LORIGUI,2/27/2019,00:00.0,1/1/1900,22:15.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,11739498,11739498,8005653234,84011,UT,Bountiful,PO Box 3000 (mail Claim),,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,3/5/2019,00:00.0,1/1/1900,26:33.0,LORIGUI,3/5/2019,00:00.0,1/1/1900,25:51.0,LORIGUI,ADRMASTRG,DENTEMAX NETWORK
560,11773467,11773467,8446496080,48068,MI,Royal Oak,PO Box 362,,38219,1/1/1940,00:00.0,1/1/1940,00:00.0,3/11/2019,00:00.0,1/1/1900,20:41.0,LORIGUI,3/11/2019,00:00.0,1/1/1900,20:23.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,11857490,11857490,5855982931,14450,NY,Fairport,PO Box 1358,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,3/21/2019,00:00.0,1/1/1900,39:13.0,LORIGUI,3/21/2019,00:00.0,1/1/1900,38:57.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,11971065,11971065,8776489609,15230,PA,Pittsburgh,PO Box 2997,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,4/5/2019,00:00.0,1/1/1900,32:03.0,LORIGUI,4/5/2019,00:00.0,1/1/1900,31:32.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,12141661,12141661,8774534201,84020,UT,Draper,PO Box 1807,,88067,1/1/1940,00:00.0,1/1/1940,00:00.0,5/1/2019,00:00.0,1/1/1900,23:13.0,A088317,5/1/2019,00:00.0,1/1/1900,20:18.0,A088317,INSADR,DENTEMAX NETWORK
560,12196002,12196002,8008697093,98015,WA,Bellevue,PO Box 85008,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,5/9/2019,00:00.0,1/1/1900,45:04.0,A088317,5/9/2019,00:00.0,1/1/1900,30:05.0,A088317,INSADR,DENTEMAX NETWORK
560,12310542,12310542,8665978028,70434,LA,Covington,PO Box 2947 (payor Id 07205),,7205,1/1/1940,00:00.0,1/1/1940,00:00.0,5/28/2019,00:00.0,1/1/1900,08:43.0,A088317,5/28/2019,00:00.0,1/1/1900,06:57.0,A088317,INSADR,DENTEMAX NETWORK
560,12421116,12421116,8007151341,19087,PA,Wayne,994 Old Eagle School Rd.#1105,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,6/14/2019,00:00.0,1/1/1900,50:53.0,A088317,6/14/2019,00:00.0,1/1/1900,48:02.0,A088317,INSADR,DENTEMAX NETWORK
560,12700371,12700371,8885185338,60009,IL,Elk Grove Village,PO Box 1126 (Dominion),,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,7/30/2019,00:00.0,1/1/1900,06:49.0,A088317,7/30/2019,00:00.0,1/1/1900,04:09.0,A088317,INSADR,DENTEMAX NETWORK
560,13047592,13047592,8002446224,37422,TN,Chattanooga,PO Box 188037,,62308,1/1/1940,00:00.0,1/1/1940,00:00.0,9/25/2019,00:00.0,1/1/1900,49:58.0,LORIGUI,9/25/2019,00:00.0,1/1/1900,49:18.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,13351363,13351363,8448767917,53201,WI,Milwaukee,PO Box 491 (Payor ID BBMDQ),,BBMDQ,1/1/1940,00:00.0,1/1/1940,00:00.0,11/14/2019,00:00.0,1/1/1900,11:38.0,LORIGUI,11/12/2019,00:00.0,1/1/1900,10:36.0,LORIGUI,ADRMASTRG,DENTEMAX NETWORK
560,13366894,13366894,8003503989,53201,WI,Milwaukee,PO Box 1998,,TLZ04,1/1/1940,00:00.0,1/1/1940,00:00.0,11/14/2019,00:00.0,1/1/1900,27:02.0,LORIGUI,11/14/2019,00:00.0,1/1/1900,26:43.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,13374752,13374752,8006165358,79490,TX,Lubbock,PO Box 99005,,71063,1/1/1940,00:00.0,1/1/1940,00:00.0,11/15/2019,00:00.0,1/1/1900,10:57.0,LORIGUI,11/15/2019,00:00.0,1/1/1900,10:31.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,13644124,13644124,8443974182,17106,PA,Harrisburg,PO BOX 69449,,CX007,1/1/1940,00:00.0,1/1/1940,00:00.0,1/3/2020,00:00.0,1/1/1900,29:07.0,A099215,1/3/2020,00:00.0,1/1/1900,28:22.0,A099215,INSADR,DENTEMAX NETWORK
560,13755350,13755350,2127960854,10018,NY,New York,222 W. 37th St 10th Floor,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,1/17/2020,00:00.0,1/1/1900,52:14.0,A088317,1/17/2020,00:00.0,1/1/1900,50:36.0,A088317,INSADR,DENTEMAX NETWORK
560,13866844,13866844,8005205750,53708,WI,Madison,PO Box 8430,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,2/3/2020,00:00.0,1/1/1900,36:37.0,A088317,2/3/2020,00:00.0,1/1/1900,35:36.0,A088317,INSADR,DENTEMAX NETWORK
560,13900062,13900062,8337511096,79490,TX,Lubbock,PO Box 16327 (payor Id 37283),,37283,1/1/1940,00:00.0,1/1/1940,00:00.0,2/6/2020,00:00.0,1/1/1900,57:24.0,A088317,2/6/2020,00:00.0,1/1/1900,55:43.0,A088317,INSADR,DENTEMAX NETWORK
560,13921161,13921161,8558440626,53201,WI,Milwaukee,PO Box 497,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,2/10/2020,00:00.0,1/1/1900,50:58.0,A088317,2/10/2020,00:00.0,1/1/1900,49:57.0,A088317,INSADR,DENTEMAX NETWORK
560,13952845,13952845,2488286000,48099,MI,Troy,PO Box 99490,,38238,1/1/1940,00:00.0,1/1/1940,00:00.0,2/14/2020,00:00.0,1/1/1900,57:43.0,LORIGUI,2/14/2020,00:00.0,1/1/1900,40:09.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,14044196,14044196,8552010017,60007,IL,Elk Grove Village,PO Box 1106  (payor Id CX112),,CX112,1/1/1940,00:00.0,1/1/1940,00:00.0,2/26/2020,00:00.0,1/1/1900,03:29.0,A088317,2/26/2020,00:00.0,1/1/1900,02:13.0,A088317,INSADR,DENTEMAX NETWORK
560,14047734,14047734,8552010017,60007,IL,Elk Grove Village,PO Box 1106  (payor Id CS112),,CX112,1/1/1940,00:00.0,1/1/1940,00:00.0,2/27/2020,00:00.0,1/1/1900,44:19.0,A088317,2/27/2020,00:00.0,1/1/1900,43:17.0,A088317,INSADR,DENTEMAX NETWORK
560,14187675,14187675,8554005705,10013,NY,New York,PO Box 176,,LEVEL,1/1/1940,00:00.0,1/1/1940,00:00.0,3/18/2020,00:00.0,1/1/1900,53:30.0,LORIGUI,3/18/2020,00:00.0,1/1/1900,52:50.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,14207230,14207230,8448343456,30358,GA,Atlanta,PO Box 28195,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,3/25/2020,00:00.0,1/1/1900,03:38.0,LORIGUI,3/25/2020,00:00.0,1/1/1900,02:24.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,14208828,14208828,8005855965,91921,CA,Chula Vista,PO Box 212199,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,3/26/2020,00:00.0,1/1/1900,41:40.0,LORIGUI,3/26/2020,00:00.0,1/1/1900,40:26.0,LORIGUI,INSADR,DENTEMAX NETWORK
560,14378947,14378947,8007348484,2114,MA,Boston,PO Box 9028,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,5/26/2020,00:00.0,1/1/1900,41:03.0,A088317,5/26/2020,00:00.0,1/1/1900,38:55.0,A088317,INSADR,DENTEMAX NETWORK
560,14398113,14398113,5148439604,5823,VT,Beebe Plain,PO Box 10,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,5/28/2020,00:00.0,1/1/1900,50:56.0,A088317,5/28/2020,00:00.0,1/1/1900,48:07.0,A088317,INSADR,DENTEMAX NETWORK
560,14540326,14540326,8008737780,48099,MI,Troy,PO Box 1347   (payor Id 38238),,38238,1/1/1940,00:00.0,1/1/1940,00:00.0,6/18/2020,00:00.0,1/1/1900,18:08.0,A088317,6/18/2020,00:00.0,1/1/1900,17:12.0,A088317,INSADR,DENTEMAX NETWORK
560,14611445,14611445,4192440135,43614,OH,Toledo,5810 Southwick Blvd Suite 200,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,6/29/2020,00:00.0,1/1/1900,21:09.0,A088317,6/29/2020,00:00.0,1/1/1900,17:11.0,A088317,INSADR,DENTEMAX NETWORK
561,114713,00114713,0,2740,MA,New Bedford,60 North Ware St,N,6126,D      1940-01-01,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,31:44.0,KIMKTAR,2/28/2000,00:00.0,1/1/1900,37:58.0,KERLNOD,ADRMASTRG,LOCAL 59 TEAMSTERS UNION
561,337258,00337258,0,2740,MA,New Bedford,27 South 6th St. #2,N,6126,D      1940-01-01,00:00.0,1/1/1940,00:00.0,12/19/2006,00:00.0,1/1/1900,51:03.0,BECKSCH,3/16/2004,00:00.0,1/1/1900,50:40.0,ELIMURB,INSADR,LOCAL 59 TEAMSTERS UNION
